image_name,image_path,ground_truth,generated_recipe
tomato-brown-butter-cortney-burns,../data/food_images/tomato-brown-butter-cortney-burns.jpg,"Place the tomato in a blender and purée, then strain through a fine-mesh sieve; you should get about ½ cup (120 ml). Add the butter to a large skillet and gently cook over medium heat until it starts to brown and smell nutty. Stir in the smooth tomato purée (be careful; it might spatter) and simmer for another minute or so. You’re looking to slightly cook the purée but keep its brightness. The mix won’t emulsify, which is fine. Season with salt and pepper and set aside."," The dish could be cooked to a medium-rare doneness, which typically involves searing the food until a pink and red color develops, which means it will be slightly charred. However, the specific cooking time is not mentioned. Alternatively, it could be cooked to a medium-rare temperature to ensure a long cooking time, which would likely result in a more caramelized exterior."
maple-roasted-acorn-squash-ina-garten,../data/food_images/maple-roasted-acorn-squash-ina-garten.jpg,"Preheat the oven to 350°F.
Place the squash, cut sides up, on a sheet pan. Place ½ tablespoon butter and ½ tablespoon maple syrup in the cavity of each squash. Brush the cut sides with olive oil and sprinkle the squash with 3 teaspoons kosher salt and 1 teaspoon pepper. Roast for 40 to 60 minutes, depending on the size of the squash, until tender when pierced with a small knife.
Place the squash on a serving platter. If the halves are too large for one serving, cut each piece in half through the stem. Drizzle lightly with extra maple syrup, sprinkle with sea salt, and serve hot.
Acorn squash is hard to cut. To halve a whole squash, plunge the blade of a large chef’s knife into the side of the squash as far as it will go. Holding the handle of the knife, bang the squash (with the knife in it) on the board until the blade cuts all the way through."," In a microwave oven, you can microwave up to 16 hours. The exact time of this microwave cooking is not specified, but it would be a reasonable time. To prepare it, microwave the halves in a microwave oven with the skin of the flesh.

### Instructions:

1. **Place the halves on the plate**: Start by placing the halves of the avocado on the plate.
2. **Place the avocado on the plate**: Once the halves are in place, you can place the avocado on the plate. The avocado should be cut into halves, so the halves are in the center.
3. **Bake the avocado**: Place the avocado in the microwave oven on a clear plate.
4. **Bake the avocado for about 10-15 minutes, or until the avocado is soft and the interior is slightly charred, and the skin is bubbly.
5. **Remove the avocado**: After the 10-15 minutes, remove the avocado from the plate.
6. **Secure the avocado**: Gently remove the avocado from the plate and secure it with a kitchen tongs.
7. **Remove the avocado from the plate**: Once the avocado is removed from the plate, you can remove"
coconut-creamed-corn-and-grains,../data/food_images/coconut-creamed-corn-and-grains.jpg,"Heat oil in a large nonstick skillet over medium. Cook chile, ginger, garlic, and 2 sliced scallions, tossing, until softened and fragrant, about 3 minutes. Add turmeric and cook, stirring frequently, just until darkened and fragrant, about 30 seconds. Add corn and increase heat to medium-high. Cook, tossing occasionally, until corn is beginning to lightly brown, about 5 minutes.
Add grains to skillet and cook, tossing often, until heated through and beginning to crisp around the edges, about 2 minutes. Add ½ cup coconut milk; season with salt. Bring to a simmer and cook, adding 1–2 Tbsp. water if needed to loosen, until flavors have come together, about 3 minutes.
Divide corn mixture between plates or shallow bowls and drizzle with more coconut milk. Top with crispy onions and more scallion. Serve with lime wedges for squeezing over."," You need to stir-fry the corn, coconut, shrimp, and other ingredients until they are cooked."
tomato-and-roasted-garlic-pie,../data/food_images/tomato-and-roasted-garlic-pie.jpg,"Place a rack in middle of oven; preheat to 475°F. Arrange tomatoes on a rimmed baking sheet, covering entire surface (it’s okay if they overlap). Drizzle with oil; season with salt and pepper. Roast until tomatoes begin to look dry on top, 25–30 minutes. Let cool.
Meanwhile, cook garlic and butter in a small saucepan over medium-low heat, swirling often, until butter foams and milk solids turn golden, 5–7 minutes. Strain garlic butter through a fine-mesh sieve into a heatproof measuring cup; transfer garlic and toasty bits to a cutting board. Finely chop and set aside.
Reduce oven temperature to 375°F. Pulse crackers and ¼ tsp. salt in a food processor until fine crumbs form (you should have about 2 cups). Add eggs and 6 Tbsp. garlic butter and pulse until mixture is the consistency of wet sand; set remaining garlic butter aside. Transfer to springform pan. Using a flat-bottomed measuring cup, press crumbs firmly onto bottom and 1½"" up sides of pan. Bake crust until edge is just starting to take on color, 8–10 minutes. Transfer pan to a wire rack and let crust cool.
Mix Taleggio, Parmesan, mayonnaise, chopped thyme, remaining ½ tsp. salt, remaining ¼ tsp. pepper, and reserved chopped garlic in a medium bowl. Gently dollop half of cheese mixture over bottom of crust, then spread into an even layer with an offset spatula (don’t press too hard or you will break the crust). Layer half of tomato slices over and press down to even out layers. Repeat with remaining cheese mixture and tomatoes. Brush remaining garlic butter over tomatoes. Top with shallot and thyme leaves.
Set pan on a rimmed baking sheet and bake pie until filling is bubbling vigorously and crust is browned, 60–75 minutes. Transfer to rack and let cool 1 hour before serving.
Do Ahead: Pie can be made 1 day ahead. Cover loosely and chill.", The dish should be baked in a pan.
paneer-with-burst-cherry-tomato-sauce,../data/food_images/paneer-with-burst-cherry-tomato-sauce.jpg,"Toss scallions, ginger, and garlic in a medium bowl to combine. Using a mortar and pestle or the side of a chef’s knife, coarsely crush coriander seeds and add to vegetables along with cumin seeds, black mustard seeds, chile powder and turmeric; set aside.
Heat 2 Tbsp. extra-virgin olive oil in a large skillet over medium-high. Arrange paneer in a single layer in pan and cook until golden brown underneath, about 1 minute. (If paneer is sticking, just give cheese a little more time to brown. It will release from pan once it is sufficiently crisped.) Using a slotted spatula or spoon, transfer paneer to a plate, leaving as much oil behind in pan as possible. Turn browned side up and season generously with salt.
Reduce heat to medium and add remaining 1 Tbsp. oil to same skillet. Cook reserved scallion mixture, stirring often, until scallions are wilted and mustard seeds begin to pop, about 2 minutes.
Add tomatoes, sugar snap peas, and 1 cup water to skillet and season with salt. Increase heat to medium-high and bring to a simmer. Gently smash each tomato open with a spatula (you just want to break them open a little) and simmer until tomato juices thicken slightly, about 3 minutes (it should still be pretty brothy and light). Taste sauce and add more salt if needed. If your tomatoes aren’t super sweet, you may need to add a pinch of sugar at this point to balance their acidity. Add paneer back to pan and simmer until warmed through.
Remove pan from heat and toss in mint. Serve with cooked rice.", Chop and stir-fry it.
sesame-scallion-chicken-salad,../data/food_images/sesame-scallion-chicken-salad.jpg,"Bring chicken, 3 Tbsp. kosher salt, and 5 cups water to a bare simmer in a medium pot over medium heat (chicken should be submerged). Be patient—this will take a little while. Once liquid begins to simmer, reduce heat to low and cook (water should not be simmering at all now) until juices run clear when thickest part of chicken is pierced, 8–10 minutes. Transfer chicken to a medium bowl; discard poaching liquid. Let chicken sit until cool enough to handle, then shred meat into big pieces; set aside.
Meanwhile, place scallions in a small bowl and pour in very cold water to cover; let soak 10 minutes.
Drain scallions in a mesh sieve or colander, then rinse under cold running water, swishing vigorously to rinse and to encourage them to curl up. Shake off as much water as possible and place in a large bowl; set aside.
Working one at a time, slice cucumbers in half crosswise, then slice each piece in half lengthwise. Place quarters cut side down and slice in half lengthwise again to create 8 pieces total per cucumber. Add to bowl with reserved chicken.
Set 1 Tbsp. sesame seeds aside in a small bowl for serving. Crush remaining sesame seeds in a mortar and pestle until some of the seeds have turned to powder, but with plenty of whole seeds left. (Alternatively, you can pulse seeds a few times in a food processor or spice mill, then transfer to a medium bowl before proceeding). Add lime juice, tahini, soy sauce, honey, and red pepper flakes and mash to create a paste. Add ¼ cup water and whisk to combine (if you don’t have a small enough whisk, work in with the pestle). Taste and season with salt.
Add lettuce and cilantro to bowl with reserved scallions. Pour half of dressing over and toss to coat. Arrange on a platter. Pour remaining dressing over chicken and cucumbers, toss to coat, and arrange over greens. Top salad with reserved 1 Tbsp. sesame seeds and squeeze juice from lime half over.", Serve it to friends.
maple-soy-barbecue-grilled-chicken,../data/food_images/maple-soy-barbecue-grilled-chicken.jpg,"Heat olive oil in a small saucepan over medium. Cook garlic, turning occasionally, until golden brown, about 4 minutes. Add tomato paste and cook, stirring constantly and scraping bottom of pan, until slightly darkened, about 3 minutes. Add maple syrup, soy sauce, Worcestershire sauce, vinegar, and Sriracha. Bring to a boil, then reduce heat to medium-low and simmer until flavors have come together, about 1 minute. Remove from heat. Transfer about half of barbecue sauce to a heatproof bowl and set aside for serving.
Prepare a grill for medium-high indirect heat (for a charcoal grill, bank coals on one side of grill; for a gas grill, leave one or two burners off); oil grate. Season chicken generously with salt. Grill chicken over direct heat, turning every minute, until browned on all sides, about 5 minutes. Move chicken over indirect heat. Cover, positioning vent (if your grill has one) over chicken, and continue to grill, keeping grill covered as much as possible and turning every 5 minutes or so, until an instant-read thermometer inserted into thickest part registers 140°F–145°F, 18–25 minutes depending on the size of the pieces. Baste chicken with barbecue sauce and grill, turning and basting occasionally, until an instant-read thermometer inserted into thickest part registers 160°F for breast and 165°F for dark meat, about 10 minutes longer.
Arrange chicken on a platter. Serve with reserved barbecue sauce alongside.
Do Ahead: Barbecue sauce can be made 2 weeks ahead. Transfer to an airtight container; cover and chill.", The dish should be cooked to a medium-rare doneness.
spiced-lamb-and-dill-yogurt-pasta,../data/food_images/spiced-lamb-and-dill-yogurt-pasta.jpg,"Combine egg yolks, kefir, and 1½ cups dill in a blender; finely grate in 1 garlic clove and blend until smooth. Set purée aside. Finely chop remaining 1½ cups dill and set aside separately.
Melt butter over medium heat in a large skillet. Add pine nuts and cook, stirring often, until golden brown, about 2 minutes. Add dried currants and cook, stirring often, until plump, about 1 minute. Scrape nut mixture into a small bowl; season with salt.
Wipe out skillet and heat over medium-high. Stir together cumin, pepper, and 1 tsp. salt in a small bowl. Place lamb in pan and use a sturdy spatula to aggressively flatten (like you’re making smash burgers); sprinkle spice mixture over. Cook, undisturbed, until lamb is well browned and crisp underneath, about 4 minutes. Hold back meat and drain off all of the fat. Break up meat into small pieces and mix in reserved nut mixture. Finely grate in remaining 2 garlic cloves and add reserved chopped dill. Cook, stirring, until herbs are wilted, about 1 minute. Set aside until pasta is ready.
Meanwhile, cook pasta in a large pot of boiling salted water, stirring occasionally, until 1 minute shy of al dente (pasta will finish cooking in the sauce). Drain pasta and return to pot.
Pour reserved purée over pasta and set over medium heat. Cook, stirring constantly, until sauce thickens enough to cling to pasta and just comes to a simmer, about 3 minutes. Remove from heat; finely grate zest from lemon half over pasta, then squeeze in juice. Season with salt.
Divide pasta among bowls and top with lamb mixture.", I am unsure of the correct method to cook the dish. I can confirm that the dish has been cooked to a fine consistency and is in a creamy or thick sauce.
pan-seared-salt-and-pepper-fish,../data/food_images/pan-seared-salt-and-pepper-fish.jpg,"Rinse rice in several changes of cold water in a medium bowl until water runs clear. Drain well, then transfer to a small saucepan. Pour in 1¼ cups cold water and bring to a boil over medium-high heat. Give rice a stir so grains don’t stick to the bottom. Cover pot and reduce heat to lowest setting. Cook, undisturbed, until water is evaporated and rice is tender, 18–20 minutes. Remove from heat and let sit, still covered, 10 minutes.
Meanwhile, trim dark green tops from scallions and thinly slice; set aside. Thinly slice white and pale green parts of scallions of a deep diagonal. Set aside separately.
Mix ginger and 2 Tbsp. oil in a medium bowl. Add cod and season with salt and sprinkle all over with pepper. Toss to coat.
Heat remaining 1 Tbsp. oil in a large nonstick skillet over medium-high. Cook cod, undisturbed, until golden underneath, about 2 minutes. Turn over and scatter reserved white and pale green scallion parts on top. Cook, shaking the pan a few times, until fish is cooked through and some scallions are caramelized and some are just slightly softened, about 2 minutes. Remove from heat.
Stir vinegar and sugar in a small bowl until sugar dissolves. Mix into rice. Add butter and reserved dark green scallion tops and gently stir until butter is melted. Season with salt.
Transfer rice to a platter and top with fish; pour any pan juices over.", The dish is very likely to be a chicken pot pie or chicken tenders.
salmon-burgers-with-ginger-and-pickled-cucumbers,../data/food_images/salmon-burgers-with-ginger-and-pickled-cucumbers.jpg,"Process one third of salmon (about 8 oz.) in a food processor, scraping down sides as needed, until very smooth and paste-like. Add remaining salmon and pulse until pieces are no bigger than ¼,"" 4–5 times (be careful not to make it too smooth). Transfer to a large bowl.
Remove dark green tops from scallions and finely chop. Thinly slice white and pale green parts and set aside. Add chopped scallion greens, ginger, garlic, 2 Tbsp. mayonnaise, and 1 tsp. salt to salmon and gently mix to combine. Form mixture into 4 patties about ¾"" thick. Transfer to a parchment-lined rimmed baking sheet and cover with plastic wrap. Chill at least 1 hour or up to 3 hours.
Meanwhile, mix sesame oil, 1 tsp. vinegar, remaining ⅔ cup mayonnaise, and a pinch of salt in a small bowl; set aside.
Toss cucumbers with a pinch of salt in another small bowl. Massage with your hands for a few minutes to soften and expel liquid; discard liquid. Add chile, sugar, and 2 tsp. vinegar and toss to coat. Cover and chill pickles until ready to assemble burgers.
Heat vegetable oil in a large nonstick skillet over medium-high. Remove salmon patties from refrigerator and sprinkle with flour just to coat the outside (you won’t need all of it). The patties will be a little loose but you can always pat them back together with your hands before they hit the pan. Working in batches and adding more oil in between batches if needed, cook patties until golden brown, about 3 minutes per side (watch carefully; you don’t want to overcook).
Toss herbs, watercress, sesame seeds (if using), reserved white and pale green parts of scallions, remaining 1 tsp. vinegar, and a pinch of salt in a medium bowl. Build burgers with buns, patties, herb mixture, pickles, and reserved sauce."," The dish is made of mushrooms and chicken, which are baked in the oven. The dish has a pinkish color, and you can see slices of the mushrooms and the chicken. The mushrooms are topped with lettuce, which is crispy and crispy, and the chicken is topped with a creamy dressing."
fish-tacos-al-pastor,../data/food_images/fish-tacos-al-pastor.jpg,"Bring guajillo and morita chiles and 1½ cups water to a boil in a medium saucepan. Cover, remove from heat, and let sit 30 minutes to allow chiles to soften.
Place fish in a large bowl or baking dish. Transfer chile mixture and soaking liquid to a blender. Add orange juice, achiote paste, 4 garlic cloves, ¼ cup lime juice, and 1 Tbsp. salt and purée until smooth, about 2 minutes. Set aside 1 cup chile sauce, uncovered, at room temperature for serving. Pour remaining sauce over fish and toss to coat. Cover and chill at least 1 hour and up to 3 hours.
Meanwhile, mix onion, habanero chile, pineapple, 3 Tbsp. cilantro, remaining finely chopped garlic clove, 3 Tbsp. lime juice, and 1½ tsp. salt in a medium bowl. Cover salsa and chill until ready to use.
Prepare a grill for medium-high heat; thoroughly clean grate and brush with oil. Working in batches if necessary, grill fish, leaving a few inches of space between each piece, until marinade is dried and beginning to char, about 2 minutes. Using a fish spatula, release fish from grate, turn, and continue to grill until charred on second side and flesh flakes easily with a fork, about 3 minutes more. Transfer to a cutting board and let rest 10 minutes.
Grill tortillas until just beginning to brown in spots, about 30 seconds per side. Top each tortilla with a piece of fish, then a schmear of reserved chile sauce, a spoonful of pineapple salsa, and some cilantro leaves. Serve with lime wedges for squeezing over.
Do Ahead: Pineapple salsa can be made 4 hours ahead. Keep chilled."," To cook this dish, pan fry it in a little oil and sauté until the browned. You can also add lime wedges to the pan fry."
nut-butter-granola-bars,../data/food_images/nut-butter-granola-bars.jpg,"Preheat oven to 350°F. Toast nuts pumpkin seeds on a rimmed baking sheet until golden brown or slightly darkened in color, 10–12 minutes. Transfer to a food processor and let sit until cool enough to handle.
Reduce oven temperature to 300°F. Lightly oil 13x9"" pan and line with parchment paper, leaving overhang on both long sides. Lightly oil parchment.
Add 1 cup oats to nut mixture in food processor and pulse until nuts are a sandy consistency and no whole oats remain. Transfer to a large bowl.
Pulse any dried fruit larger than a raisin in food processor (no need to wipe out) until about the size of chocolate chips. Transfer to bowl with nut mixture. Add remaining 1 cup oats and stir to combine, breaking up any fruit that is stuck together. Add remaining 3 Tbsp. oil and stir to coat. Add peanut butter, but don’t stir it in; set aside.
Bring honey, salt, and vanilla to a boil in a medium saucepan over medium heat (it will bubble up). Reduce heat to medium-low and simmer, stirring occasionally, until it is foaming vigorously and smells like caramel, about 3 minutes.
Immediately pour honey mixture over peanut butter in reserved bowl (it will melt the peanut butter). Stir to combine, making sure to aggressively break up any clumps.
Using a fork or small whisk, lightly beat egg white in a small bowl to thin out. Add to oat mixture and mix until egg white is no longer visible.
Scrape oat mixture into prepared pan and press firmly into an even layer. (Be sure to really compact the mixture into the pan—it helps to use the bottom of a heavy glass or metal measuring cup.)
Bake granola bars until deep golden brown and no longer sticky or wet, 30-35 minutes. Let cool 5 minutes, then lightly score into 16 long rectangles (1 cut lengthwise and 7 cuts crosswise will make bars that are about 6½x1""). Let cool completely in pan, then use parchment to hoist bars out onto a cutting board. Using a sharp chef’s knife, cut along marks to separate bars.
Do Ahead: Bars can be made 1 week ahead. Store airtight at room temperature.", The ingredients for this dish are not provided in the text.
zucchini-lentil-fritters-with-lemony-yogurt,../data/food_images/zucchini-lentil-fritters-with-lemony-yogurt.jpg,"Whisk yogurt, lemon juice, and sugar in a small bowl to combine. Season with salt.
Do Ahead: Yogurt can be made 1 day ahead. Cover and chill.
Rinse lentils, then soak in 2 cups water at room temperature at least 1 hour and up to 12 hours. (Soaking the lentils makes them tender and a lot easier to blend.)
Meanwhile, trim ends of zucchini and cut crosswise into 3 pieces about 2"" long. Cut each piece lengthwise into ¼""-thick planks. Stack a few planks and slice lengthwise into ¼""-thick matchsticks (about the size of a skinny french fry). Transfer zucchini to a colander set in a medium bowl. Add onion and 1 tsp. salt and toss to combine. Let sit until vegetables look wilted and softened and about 1 Tbsp. liquid has released into bowl, 30 minutes to 2 hours. Gently pat dry with paper towels to remove any excess moisture.
Drain lentils and transfer to a food processor. Add chile powder, turmeric, and ¾ tsp. salt. Pulse, scraping down sides, until a purée forms. Transfer to a medium bowl and add zucchini and onion, parsley, and lemon zest. Toss with a rubber spatula to combine.
Line a rimmed baking sheet with paper towels; set a wire rack inside. Heat ghee in a medium cast-iron skillet over medium-high until a pinch of batter added to the pan sizzles and sputters. Using a large spoon, scoop out about ¼ cup batter, then use a second large spoon dipped in the hot ghee to carefully scrape into pan; flatten with ghee-coated spoon. Repeat to make 3 more fritters. Fry until deep golden brown underneath, about 3 minutes. Turn over with a wide slotted spatula and fry until deep golden brown on the second side, about 3 minutes. Transfer fritters to prepared rack to drain; season immediately with salt. Repeat with remaining batter (you end up with 8–10 fritters total).
Transfer fritters to a platter. Serve with lemony yogurt alongside."," The dish is likely to be made with diced potatoes and carrots, and it can be cooked by seasoning it with herbs and salt."
fried-onions-topping,../data/food_images/fried-onions-topping.jpg,"Heat oil in a wok or frying pan over medium heat until hot enough to fry. Add one piece of onion to test the oil (it should begin to sizzle right away). Sauté onions for 15–20 minutes, until golden brown. Using a slotted spoon, transfer onions to a baking sheet lined with paper towels. Spread onions out to drain and cool.
Store in an airtight container for up to 7 days.", Peanuts are an ingredient in many dishes. It is often used to add flavor to dishes and may be served in a variety of ways.
sour-cream-and-onion-potato-salad,../data/food_images/sour-cream-and-onion-potato-salad.jpg,"Place potatoes in a large pot and pour in 3 qt. water to cover. Add 1 cup salt and bring water to a boil over medium-high heat. (Yes, this is a lot of salt, but it’s the right amount to ensure potatoes are seasoned through and through.) Reduce heat and simmer, adjusting heat as needed, until potatoes until fork-tender, 15–20 minutes. Scoop out ½ cup potato cooking liquid and set aside. Drain potatoes in a colander and let sit until cool enough to handle, about 10 minutes.
Meanwhile, combine sour cream, mayonnaise, onion powder, mustard, and pepper in a large bowl and mix well to combine. Add garlic and half of chives and mix just to incorporate.
Place red onion in a fine-mesh sieve and rinse for several seconds to take away some of its raw bite. Pat dry with paper towels. Mix half of onion into dressing; set aside remaining onion for serving.
Working one at a time, set potatoes on a flat surface and crush slightly with the palm of your hand. Add to bowl with dressing along with ¼ cup potato cooking liquid. Do this while the potatoes are still warm so that they can absorb all of the seasoning. Don't worry if the dressing looks a little loose and watery at the beginning—it will all get absorbed and become creamier as it sits. Taste and season with more salt or, if your dressing looks too thick, a splash of potato cooking liquid.
Top potatoes with remaining chives and reserved onion and crumble potato chips over.", Place the salad on a plate and use a fork to cook it.
chicken-mango-cobb-salad,../data/food_images/chicken-mango-cobb-salad.jpg,"Mix coriander, cumin, termeric, and red pepper flakes in a small bowl; set aside. Heat 2 Tbsp. oil in a large nonstick skillet over medium. Add garlic and cook, tossing occasionally, until golden brown all over, about 5 minutes. Increase heat to medium-high. Season chicken with kosher salt and add to skillet. Cook, tossing occasionally, until chicken is golden brown and nearly cooked through, about 3 minutes. Remove from heat and sprinkle reserved spice mix over. Toss several times to coat and let chicken sit in skillet until cooked through, about 1 minute longer. Transfer to a plate and let cool slightly.
Whisk lime juice and remaining 5 Tbsp. oil in a small bowl; season dressing with kosher salt.
Arrange lettuce, chicken, avocado, mango, onion, and tomatoes on a platter. Drizzle with dressing. Sprinkle with sea salt and red pepper flakes and scatter herbs over."," In the image, the dish is served on a round pink plate and is filled with fresh vegetables, beans, and cooked rice. The vegetables include romaine lettuce, broccoli, cauliflower, and carrots. The beans are dark green and seem to be diced or finely chopped. The rice is white and seems to be cooked or cooked in a rice cooker. The dish is served with a side of avocado and mixed avocado slices, which are cooked."
pork-meatballs-and-cucumber-salad,../data/food_images/pork-meatballs-and-cucumber-salad.jpg,"Place racks in upper and lower thirds of oven; preheat to 425°F. Place raisins in a small bowl and pour in hot water to cover; let sit until ready to use.
Place cucumbers in a colander or sieve set in or over a large bowl; sprinkle with 1 tsp. salt and toss to combine. Let sit while you make the meatballs. (It will seem like a lot of cucumbers at first, but they will shrink down as they drain.)
Meanwhile, drizzle 2 Tbsp. oil over a large rimmed baking sheet. Arrange pine nuts in an even layer on another rimmed baking sheet (use a quarter-sheet if you have one!).
Finely chop ¼ cup olives. Transfer to a large bowl and add egg, garlic, panko, parsley, 1½ tsp. salt, and ¼ tsp. red pepper flakes; season with black pepper. Drain raisins and add half to bowl; mix well to combine. Add pork and gently mix with your hands to incorporate. Working one at a time, scoop out heaping tablespoonfuls of pork mixture and form into balls (think about the size of a golf ball; you should get about 20). Arrange on oiled baking sheet, spacing 1"" apart. Turn to coat.
Bake meatballs, rotating baking sheet front to back halfway through, until browned on bottom and cooked through, 10–15 minutes. Toast pine nuts on bottom rack until golden brown, about 3 minutes.
Coarsely chop remaining ½ cup olives. Gather cucumbers into a clean kitchen towel and squeeze out any excess liquid into bowl (don’t worry if they get a little smashed); discard liquid. Wipe out bowl and combine cucumbers, olives, pine nuts, onion, herbs, and remaining raisins in bowl; toss to combine. Drizzle in vinegar and remaining 1 Tbsp. oil, season with salt and black pepper, and toss again to coat.
Swoosh a generous scoop of yogurt over each plate, then top with salad and meatballs. Season with more black pepper and red pepper flakes if desired.", You can cook this dish as a stir fry or in a pan.
frozen-avocado-cake-nadine-levy-redzepi,../data/food_images/frozen-avocado-cake-nadine-levy-redzepi.jpg,"Preheat the oven to 350°F (180°C). Lightly butter the inside of a 9-inch (23-cm) springform pan.
Make the crust: Crumble the crackers and cookies into a medium bowl. Use a pestle or the bottom of a heavy bottle to crush them into fine crumbs. Add ⅓ cup (75 ml) of the condensed milk and stir until very well combined. (You can grind the crumbled graham crackers and mix them with the condensed milk in a food processor if you prefer.) Press the crumb mixture firmly and evenly into the bottom of the pan. Bake until the crust looks a little darker and smells sweet and toasty, 12 to 15 minutes. Cool the crust in the pan on a wire rack.
One at a time, cut an avocado in half lengthwise. Twist the halves to separate them. Hold the half with the pit in one hand. Holding the knife in your other hand, rap the knife blade into the pit to lodge it there. Twist the knife to loosen and remove the pit. Use a large spoon to scoop the avocado flesh onto a chopping board, discarding the skins. Coarsely chop the avocados.
Add the chopped avocados, cream cheese, remaining condensed milk, and salt to a food processor. (You can combine the filling in a blender instead but you may need to work in batches.) Grate the zest of 1 lemon and set aside. Squeeze the zested lemon and the limes (you should have about ⅓ cup/75 ml lemon), reserving the remaining lemon for garnish. Add the juice to the avocados and process the mixture until smooth, scraping down the sides of the bowl as needed.
Spread the filling in the cooled crust and sprinkle with the grated lemon zest. Cover the pan and freeze until the filling is firm, at least 6 hours or preferably overnight.
Let the frozen cake stand at room temperature for 15 to 30 minutes before slicing. Dipping a thin knife into hot water between each cut, slice the cake into wedges and serve, topping each serving with freshly grated lemon zest."," It does not contain any tomatoes, olives, or other vegetables. It is a vegan and vegetarian option. It is not creamy or sticky. It is not covered in sauce."
chocolate-zucchini-cake-907,../data/food_images/chocolate-zucchini-cake-907.jpg,"Preheat oven to 325°F. Butter and flour 13 x 9 x 2-inch baking pan. Sift flour, cocoa powder, baking soda and salt into medium bowl. Beat sugar, butter and oil in large bowl until well blended. Add eggs 1 at a time, beating well after each addition. Beat in vanilla extract. Mix in dry ingredients alternately with buttermilk in 3 additions each. Mix in grated zucchini. Pour batter into prepared pan. Sprinkle chocolate chips and nuts over.
Bake cake until tester inserted into center comes out clean, about 50 minutes. Cool cake completely in pan.", Please add the chocolate sauce.
swiss-chard-pasta-with-toasted-hazelnuts-and-parmesan,../data/food_images/swiss-chard-pasta-with-toasted-hazelnuts-and-parmesan.jpg,"Add the hazelnuts to a small skillet over medium heat. Toast them slowly, shaking the pan often, until lightly browned, 8 to 10 minutes. Remove them from the skillet, and when they are cool enough to handle, roughly chop the nuts.
Bring a large pot of salted water to a boil and cook the pasta until al dente. Drain it, reserving 1/2 cup of the cooking liquid and add it to a large bowl.
In a large skillet, heat the butter over medium-low heat. Once the butter begins to foam, add the garlic and use a wooden spoon to stir the mixture constantly until the butter begins to brown and have a slight nutty aroma, about 5 minutes. Add the salt, black pepper, and red pepper flakes. Give the mixture a good stir, and then set it aside to infuse for about 5 minutes longer away from the heat.
Pour the butter mixture (scraping the garlic, salt, pepper, and red pepper flakes) all over the warm pasta. If the pasta feels a bit dry, add a touch of the reserved cooking liquid. Toss to combine and set aside.
Set the same skillet (without cleaning it) over medium-high heat. Add the chard stems and cook for 5 minutes. Add the chard leaves and continue to cook, tossing the mixture every so often, until the greens begin to wilt and turn bright green, 3 to 5 minutes longer. Add a touch more butter or oil to the pan if it dries out too much.
Add the Swiss chard and hazelnuts to the pasta and toss it all together. Add the Parmesan shavings and the balsamic vinegar (if you’re using it); toss. Taste for seasonings and add more salt and pepper if needed.
Serve warm or at room temperature.
Localize it: You can use kale instead of chard, and any nut will work in place of the hazelnuts. Fresh out of balsamic vinegar? Red wine vinegar or freshly squeezed lemon juice will work.", Add water and cook until the pasta is firm.
sweet-corn-frittata-with-cherry-tomato-compote,../data/food_images/sweet-corn-frittata-with-cherry-tomato-compote.jpg,"Heat the oil in a medium-sized skillet over medium heat. Add the garlic and cook, stirring often, for about 1 minute. Add the tomatoes and cook, stirring occasionally, for about 2 minutes longer. Pour in the wine and cook until the wine is reduced by about half. Add the basil, salt, and pepper and continue to cook, stirring occasionally, until the tomatoes burst and become fragrant, 5 to 8 minutes. Remove from the heat and set aside the tomatoes in a bowl.
Position an oven rack about 3 inches from the top and preheat the broiler.
In a 10-inch cast-iron skillet over medium, heat 1 tablespoon of the cooking fat. Add the diced white part of the scallions and the minced garlic and cook, stirring often, until fragrant, about 3 minutes. Add the potato and continue to cook, stirring occasionally, until the potato softens, about 10 minutes. Add the corn and continue to cook for about 2 minutes longer.
In a large bowl, whisk together the eggs, red pepper flakes, and half the feta cheese. Pour the egg mixture over the veggie mixture in the skillet and top with the remainder of the cheese. Stir in the potato mixture and the scallion greens.
Wipe out the skillet and, over medium-high, heat the remaining 1 tablespoon of cooking fat. Cook the frittata, lifting up the cooked egg around the edges with a rubber spatula to let the uncooked eggs flow underneath, 2 to 3 minutes. Reduce the heat to medium and cook, giving the pan a shake now and again, until the eggs are mostly set but the center is still slightly jiggly, 3 to 5 minutes more.
Transfer the frittata to the oven and broil until the top is golden brown, 2 to 3 minutes (keep a close eye on the frittata, as it can easily burn). Serve topped with the tomato compote."," I assume the dish requires cooking on a gas stove, but the cooking directions are not mentioned in the image."
